pair_name,priority,category,example_id,audio_filename,question,options_text,answer_label,audio_prediction,noaudio_prediction,audio_parse_status,noaudio_parse_status,audio_raw_prediction,noaudio_raw_prediction,n_options,audio_is_correct,noaudio_is_correct
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,17056.mp3__7,17056.mp3,"What happens immediately after this event first appears: ""A crackling sound of lightning in the sky.""?","A. Quiet rain in the background. | B. Rainfall sounds. | C. Thunder rumbling in the distance. | D. A low rumble of thunder in the distance. | E. A loud thunderclap nearby. | F. Loud thunderclap nearby, fading into the distance. | G. This is the last event, no immediate event after. | H. Rainfall in the background.",G,E,D,exact-label,regex-label,E,D. A low rumble of thunder in the distance.,8,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,117077.mp3__6,117077.mp3,"What happens immediately after this event first appears: ""A frog croaks with a high-pitched sound in the field.""?","A. Constant white noise of wind. | B. This is the last event, no immediate event after. | C. A sheep is baaing in the distance. | D. A sheep baas in the distance. | E. Birds making periodic squeaking sounds in the distance. | F. Crickets buzz periodically in the field. | G. A cricket buzzes briefly in the field.",B,D,INVALID,exact-label,invalid,D,"Based on the given information, the immediate event that follows the frog croaking with",7,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,126884.mp3__1,126884.mp3,"What happens immediately after this event first appears: ""A spoon is set down in a cup, producing a metallic clinking sound.""?","A. Setting down a cup on the table produces two muffled sounds. | B. A person breathes out softly. | C. A porcelain cup softly clinks against another. | D. A porcelain cup hits another, making a sudden clinking sound. | E. A person exhales softly. | F. A spoon clinks and scrapes while stirring a drink. | G. This is the last event, no immediate event after.",E,C,D,exact-label,regex-label,C,"D. A porcelain cup hits another, making a sudden clinking sound.",7,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,126884.mp3__6,126884.mp3,"What happens immediately after this event first appears: ""A porcelain cup softly clinks against another.""?","A. A porcelain cup hits another, making a sudden clinking sound. | B. Setting down a cup on the table produces two muffled sounds. | C. A person breathes out softly. | D. A spoon is set down in a cup, producing a metallic clinking sound. | E. A person exhales softly. | F. This is the last event, no immediate event after. | G. A spoon clinks and scrapes while stirring a drink.",F,D,A,exact-label,regex-label,D,A.,7,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,129532.mp3__2,129532.mp3,"What happens immediately after this event first appears: ""A drum cymbal is hit once, with the sound fading.""?","A. This is the last event, no immediate event after. | B. A snare drum is being hit rhythmically and continuously. | C. A kick drum is being played rhythmically with occasional pauses. | D. A snare drum is hit rapidly and repeatedly. | E. A kick drum is being played repeatedly with a constant beat. | F. A snare drum is hit repeatedly to a specific beat. | G. A cymbal is hit once and the sound fades.",E,F,G,exact-label,regex-label,F,G. A cymbal is hit once and the sound fades.,7,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,145046.mp3__1,145046.mp3,"What happens immediately after this event first appears: ""A cat meowing deeply.""?","A. A blind cat named Oscar meows harshly. | B. A blind cat meowing loudly. | C. A blind cat named Oscar meows sharply. | D. A cat meowing intensely. | E. This is the last event, no immediate event after. | F. A blind cat named Oscar meowing heavily. | G. A blind cat named Oscar meows loudly.",G,C,D,exact-label,regex-label,C,"The option that best fits the question is:

D. A cat meowing intensely",7,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,145046.mp3__6,145046.mp3,"What happens immediately after this event first appears: ""A blind cat named Oscar meowing heavily.""?","A. A cat meowing intensely. | B. A blind cat named Oscar meows sharply. | C. A blind cat named Oscar meows loudly. | D. A blind cat meowing loudly. | E. A blind cat named Oscar meows harshly. | F. This is the last event, no immediate event after. | G. A cat meowing deeply.",F,C,D,exact-label,regex-label,C,D. A blind cat meowing loudly.,7,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,14525.mp3__5,14525.mp3,"What happens immediately after this event first appears: ""A woman is speaking in Italian.""?","A. A child is exclaiming indistinctly in the background. | B. A child is shouting indistinctly in the background. | C. A child exclaims in the background. | D. This is the last event, no immediate event after. | E. People talking faintly in the background. | F. A man shouts twice in a foreign language. | G. Vehicle starting and driving away in the background.",G,C,INVALID,exact-label,invalid,C,It is not possible to determine what happens immediately after a woman speaks in Italian based,7,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,146750.mp3__3,146750.mp3,"What happens immediately after this event first appears: ""A sea lion roars and grunts.""?","A. A sea lion roars deeply. | B. Distant seal grunts and mooing sounds. | C. Sea lions roar deeply on an ocean cliff. | D. A sea lion roars loudly nearby. | E. Ocean waves and wind. | F. This is the last event, no immediate event after. | G. A seagull chirps briefly.",G,C,D,exact-label,regex-label,C,D. A sea lion roars loudly nearby.,7,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,147240.mp3__3,147240.mp3,"What happens immediately after this event first appears: ""A pig grunts.""?","A. A pig is oinking continuously. | B. A pig grunts and oinks repeatedly with snorting bursts. | C. A pig squeals. | D. A pig grunts repeatedly. | E. A pig oinks. | F. A pig is oinking with long pauses in between. | G. This is the last event, no immediate event after.",F,B,D,exact-label,regex-label,B,D. A pig grunts repeatedly.,7,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,147240.mp3__4,147240.mp3,"What happens immediately after this event first appears: ""A pig is oinking with long pauses in between.""?","A. This is the last event, no immediate event after. | B. A pig is oinking continuously. | C. A pig grunts. | D. A pig grunts and oinks repeatedly with snorting bursts. | E. A pig oinks. | F. A pig grunts repeatedly. | G. A pig squeals.",B,D,E,exact-label,regex-label,D,E. A pig oinks.,7,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,147240.mp3__6,147240.mp3,"What happens immediately after this event first appears: ""A pig grunts repeatedly.""?","A. A pig grunts. | B. A pig squeals. | C. A pig is oinking with long pauses in between. | D. A pig grunts and oinks repeatedly with snorting bursts. | E. A pig oinks. | F. This is the last event, no immediate event after. | G. A pig is oinking continuously.",F,D,INVALID,exact-label,invalid,D,"Based on the given event description, the immediate event that follows the pig grunting",7,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,156418.mp3__1,156418.mp3,"What happens immediately after this event first appears: ""A dog barks with an echo while a bird chirps in the background.""?","A. Children talking in the distance outside. | B. A dog barks loudly and repeatedly while birds chirp softly. | C. People and children talking in the distance. | D. A dog barks while birds chirp in the background. | E. A dog barks repeatedly with birds singing in the background. | F. A dog barks loudly with birds chirping in the background. | G. This is the last event, no immediate event after.",F,B,D,exact-label,regex-label,B,D. A dog barks while birds chirp in the background.,7,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,156418.mp3__6,156418.mp3,"What happens immediately after this event first appears: ""A dog barks loudly and repeatedly while birds chirp softly.""?","A. Children talking in the distance outside. | B. A dog barks repeatedly with birds singing in the background. | C. People and children talking in the distance. | D. A dog barks while birds chirp in the background. | E. This is the last event, no immediate event after. | F. A dog barks loudly with birds chirping in the background. | G. A dog barks with an echo while a bird chirps in the background.",E,B,D,exact-label,regex-label,B,D. A dog barks while birds chirp in the background.,7,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,159440.mp3__6,159440.mp3,"What happens immediately after this event first appears: ""A person is speaking softly in English, with muffled echoes from nearby buildings.""?","A. Footsteps on a metal plate create a metallic echo. | B. A person is speaking softly in English with someone, with muffled echoes from the buildings. | C. A person is speaking softly in English, with muffled echoes from the buildings. | D. A person is speaking softly in English with muffled echoes from the buildings. | E. The wind is blowing smoothly with a soft, muffled noise in the distance. | F. This is the last event, no immediate event after. | G. A person steps on a metal plate, producing a muffled echo from the buildings.",F,B,C,exact-label,regex-label,B,C.,7,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,106482.mp3__3,106482.mp3,"What happens immediately after this event first appears: ""Footsteps on a metallic surface.""?","A. Melodic ringing of bells in the background. | B. A door closes loudly with a metallic sound. | C. Metallic sound. | D. A bird chirping outdoors in the background. | E. This is the last event, no immediate event after. | F. A car drives in the background.",F,B,C,exact-label,regex-label,B,C.Metallic sound.,6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,114629.mp3__1,114629.mp3,"What happens immediately after this event first appears: ""A large wave on the beach fades away quietly.""?","A. This is the last event, no immediate event after. | B. The loud, turbulent, and calming sound of waves on the beach. | C. A large wave rapidly increases in volume on the beach. | D. A wave on the beach rises loudly and rapidly. | E. The quiet, repetitive sound of flowing water. | F. The sound of water waves on the beach gradually increasing.",C,B,F,exact-label,regex-label,B,F.,6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,114629.mp3__2,114629.mp3,"What happens immediately after this event first appears: ""A large wave rapidly increases in volume on the beach.""?","A. The sound of water waves on the beach gradually increasing. | B. The loud, turbulent, and calming sound of waves on the beach. | C. This is the last event, no immediate event after. | D. The quiet, repetitive sound of flowing water. | E. A large wave on the beach fades away quietly. | F. A wave on the beach rises loudly and rapidly.",A,B,F,exact-label,regex-label,B,F. A wave on the beach rises loudly and rapidly.,6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,115920.mp3__5,115920.mp3,"What happens immediately after this event first appears: ""Two men are speaking.""?","A. Rhythmic clapping from several people. | B. A man speaks. | C. A woman is yelling. | D. This is the last event, no immediate event after. | E. Unrhythmic clapping from several people. | F. People clapping.",D,A,INVALID,exact-label,invalid,A,It is impossible to determine the immediate event that follows the appearance of two men speaking,6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,116483.mp3__2,116483.mp3,"What happens immediately after this event first appears: ""Short, sharp, high-pitched barks.""?","A. A series of short, sharp, high-pitched barks. | B. A short, sharp, high-pitched bark. | C. This is the last event, no immediate event after. | D. Series of short, sharp, high-pitched barks. | E. A muffled, short, high-pitched bark. | F. Short, high-pitched, muffled barks.",A,D,B,exact-label,regex-label,D,"B. A short, sharp, high-pitched bark.",6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,116483.mp3__5,116483.mp3,"What happens immediately after this event first appears: ""Short, high-pitched, muffled barks.""?","A. Short, sharp, high-pitched barks. | B. A short, sharp, high-pitched bark. | C. A muffled, short, high-pitched bark. | D. A series of short, sharp, high-pitched barks. | E. This is the last event, no immediate event after. | F. Series of short, sharp, high-pitched barks.",E,B,C,exact-label,regex-label,B,"C. A muffled, short, high-pitched bark.",6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,118429.mp3__5,118429.mp3,"What happens immediately after this event first appears: ""A motorcycle approaches.""?","A. The engine of a motorcycle running in the background. | B. The engine of a motorcycle revs up. | C. An engine is revving. | D. This is the last event, no immediate event after. | E. A motorcycle drives away. | F. The engine of a motorcycle buzzes in a low-pitched tone.",D,B,C,exact-label,regex-label,B,C. An engine is revving.,6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,121949.mp3__3,121949.mp3,"What happens immediately after this event first appears: ""A pig softly munches food.""?","A. Someone is speaking quietly and softly. | B. A pig grunts softly and repeatedly with short pauses. | C. A pig grunts softly. | D. A machine emits a continuous muffled buzzing sound in the distance. | E. This is the last event, no immediate event after. | F. A pig softly munches food continuously.",F,B,C,exact-label,regex-label,B,C. A pig grunts softly.,6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,127288.mp3__2,127288.mp3,"What happens immediately after this event first appears: ""Two men are having a quiet conversation in the background.""?","A. A man is speaking quietly in the background. | B. The sound of a paper bag being opened. | C. Rumbling in the background. | D. This is the last event, no immediate event after. | E. A man coughs. | F. A very loud, muffled sound.",A,B,D,exact-label,regex-label,B,"D. This is the last event, no immediate event after.",6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,127288.mp3__5,127288.mp3,"What happens immediately after this event first appears: ""A very loud, muffled sound.""?","A. A man coughs. | B. The sound of a paper bag being opened. | C. A man is speaking quietly in the background. | D. Rumbling in the background. | E. Two men are having a quiet conversation in the background. | F. This is the last event, no immediate event after.",F,B,D,exact-label,regex-label,B,D. Rumbling in the background.,6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,128137.mp3__0,128137.mp3,"What happens immediately after this event first appears: ""A wolf whines quietly.""?","A. A dog howls loudly. | B. A dog howls quietly. | C. A wolf is whining. | D. A dog whines quietly. | E. A dog howls, starting quietly and then getting louder. | F. This is the last event, no immediate event after.",C,B,D,exact-label,regex-label,B,D. A dog whines quietly.,6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,128137.mp3__2,128137.mp3,"What happens immediately after this event first appears: ""A dog whines quietly.""?","A. A dog howls loudly. | B. A wolf whines quietly. | C. A dog howls, starting quietly and then getting louder. | D. A wolf is whining. | E. This is the last event, no immediate event after. | F. A dog howls quietly.",A,C,F,exact-label,regex-label,C,F. A dog howls quietly.,6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,129654.mp3__3,129654.mp3,"What happens immediately after this event first appears: ""Drums are hitting loudly in a repeating pattern.""?","A. Hi-hats hit with a metallic sound in a fading, repeating pattern. | B. A drum kit plays a fast, rhythmic, repeating pattern. | C. Big drums hit loudly in a repeating pattern indoors. | D. Hi-hats hit with a metallic sound in a fading pattern. | E. This is the last event, no immediate event after. | F. Drum kit hits a fast, rhythmic pattern that repeats and fades.",D,B,C,exact-label,regex-label,B,C. Big drums hit loudly in a repeating pattern indoors.,6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,130473.mp3__3,130473.mp3,"What happens immediately after this event first appears: ""A bird calls in the distance with a high-pitched sound.""?","A. A helicopter flying overhead. | B. A helicopter passes by, producing a deep, rhythmic rotor sound that gradually fades into the distance. | C. A cricket chirps rhythmically and repetitively. | D. Raindrops fall softly, creating a gentle, consistent patter. | E. A bird chatters in the distance with a high-pitched sound. | F. This is the last event, no immediate event after.",C,B,E,exact-label,regex-label,B,E. A bird chatters in the distance with a high-pitched sound.,6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,130864.mp3__3,130864.mp3,"What happens immediately after this event first appears: ""A car and a train gradually approach each other.""?","A. A train is approaching. | B. A car rapidly accelerates and approaches. | C. This is the last event, no immediate event after. | D. A loud car crash is heard from a distance on the train track. | E. A train gradually moving away on the tracks. | F. A car is speeding up and approaching.",D,B,C,exact-label,regex-label,B,"The correct answer is C. This is the last event, no immediate event after",6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,136431.mp3__1,136431.mp3,"What happens immediately after this event first appears: ""A bus engine whirs.""?","A. This is the last event, no immediate event after. | B. A loud, deep beep. | C. A woman is speaking in the distance. | D. A man is speaking in Japanese. | E. Multiple cars driving in traffic in the distance. | F. Air is decompressing in a bus.",F,C,E,exact-label,regex-label,C,E. Multiple cars driving in traffic in the distance.,6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,136431.mp3__3,136431.mp3,"What happens immediately after this event first appears: ""A man is speaking in Japanese.""?","A. Air is decompressing in a bus. | B. A loud, deep beep. | C. A bus engine whirs. | D. This is the last event, no immediate event after. | E. A woman is speaking in the distance. | F. Multiple cars driving in traffic in the distance.",F,C,INVALID,exact-label,invalid,C,There is no immediate event that can be identified after a man speaking in Japanese.,6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,136431.mp3__5,136431.mp3,"What happens immediately after this event first appears: ""A woman is speaking in the distance.""?","A. This is the last event, no immediate event after. | B. Multiple cars driving in traffic in the distance. | C. Air is decompressing in a bus. | D. A bus engine whirs. | E. A man is speaking in Japanese. | F. A loud, deep beep.",A,C,B,exact-label,regex-label,C,B. Multiple cars driving in traffic in the distance.,6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,137836.mp3__4,137836.mp3,"What happens immediately after this event first appears: ""A man is speaking in an unrecognizable language.""?","A. A hammer strikes a metallic object in a steady rhythm, producing a gradually increasing metallic echo. | B. This is the last event, no immediate event after. | C. A hammer softly strikes a metallic object in a steady rhythm, producing a gradually increasing metallic echo. | D. Soft white noise plays consistently in the background. | E. A hammer strikes a metallic object in a steady rhythm, producing a high-pitched metallic sound that echoes in a room. | F. A metallic object clinks softly.",E,C,INVALID,exact-label,invalid,C,It is not possible to determine the immediate event that follows the appearance of a man,6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,155447.mp3__3,155447.mp3,"What happens immediately after this event first appears: ""Buzzy, distorted, mid-pitched sound.""?","A. A buzzing sound with a spacey effect, partially repeating. | B. An alarm sound repeats with slight distortion. | C. This is the last event, no immediate event after. | D. A bus horn sounds distorted and fades out. | E. An alarm sounds distorted and fades in and out. | F. A high-pitched voice fades out.",E,B,INVALID,exact-label,invalid,B,"I'm sorry, but I cannot accurately determine what happens immediately after a ""b",6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,155447.mp3__4,155447.mp3,"What happens immediately after this event first appears: ""An alarm sounds distorted and fades in and out.""?","A. A high-pitched voice fades out. | B. Buzzy, distorted, mid-pitched sound. | C. This is the last event, no immediate event after. | D. A buzzing sound with a spacey effect, partially repeating. | E. A bus horn sounds distorted and fades out. | F. An alarm sound repeats with slight distortion.",A,B,D,exact-label,regex-label,B,"D. A buzzing sound with a spacey effect, partially repeating.",6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,165096.mp3__5,165096.mp3,"What happens immediately after this event first appears: ""A short burst of clapping, likely from people reacting.""?","A. A band practices with xylophones, bass drums, and snare drums. | B. A noisy band practices with drums, xylophones, clapping, and background voices. | C. Drums and xylophones play in a loud, rhythmic pattern. | D. Snare drums being played by a band practicing. | E. This is the last event, no immediate event after. | F. People clapping slowly in the background.",E,C,B,exact-label,regex-label,C,"B. A noisy band practices with drums, xylophones, clapping,",6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,166421.mp3__0,166421.mp3,"What happens immediately after this event first appears: ""A dog barks at varying distances outdoors.""?","A. A dog barks repeatedly close to the recording device. | B. A dog barks in the distance. | C. A dog barks close by outdoors. | D. This is the last event, no immediate event after. | E. A dog barks in the far distance. | F. A dog barks loudly and repeatedly outdoors.",E,C,B,exact-label,regex-label,C,B. A dog barks in the distance.,6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,166421.mp3__5,166421.mp3,"What happens immediately after this event first appears: ""A dog barks loudly and repeatedly outdoors.""?","A. This is the last event, no immediate event after. | B. A dog barks repeatedly close to the recording device. | C. A dog barks close by outdoors. | D. A dog barks in the distance. | E. A dog barks in the far distance. | F. A dog barks at varying distances outdoors.",A,F,C,exact-label,regex-label,F,"Based on the given information, the most likely option is:

C. A dog",6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,169159.mp3__3,169159.mp3,"What happens immediately after this event first appears: ""Distant thunder sounds weakly.""?","A. Thunder roars in the distance. | B. Constant background rain. | C. Thunder roars. | D. This is the last event, no immediate event after. | E. Distant thunder roars. | F. Human footsteps on water in the distance.",A,C,E,exact-label,regex-label,C,E. Distant thunder roars.,6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,170298.mp3__5,170298.mp3,"What happens immediately after this event first appears: ""A cat growls while breathing heavily.""?","A. A cat growls twice loudly. | B. This is the last event, no immediate event after. | C. A cat meows shortly. | D. A cat meows twice while growling. | E. A cat growls multiple times. | F. A cat meows.",B,C,INVALID,exact-label,invalid,C,"Based on the given information, the immediate event that happens after a cat growls",6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,17059.mp3__5,17059.mp3,"What happens immediately after this event first appears: ""Faint, muffled thunder in the distance.""?","A. Thunder rumbling in the distance. | B. This is the last event, no immediate event after. | C. Distant thunder rumbling softly. | D. Rain falling during a storm. | E. Lightning crackles in the distance. | F. Lightning crackles loudly nearby.",B,D,C,exact-label,regex-label,D,C. Distant thunder rumbling softly.,6,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,100491.mp3__4,100491.mp3,"What happens immediately after this event first appears: ""The whooshing sound of displaced air as a train passes by gradually fades.""?","A. A continuous, rhythmic bell chime gradually increasing in volume. | B. A brief burst of pressurized air or steam hissing. | C. This is the last event, no immediate event after. | D. A continuous and rhythmic bell chime gradually fading and decreasing. | E. The sound of air whooshing as a train passes by gradually increases.",C,D,E,exact-label,regex-label,D,E. The sound of air whooshing as a train passes by gradually increases,5,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,101692.mp3__1,101692.mp3,"What happens immediately after this event first appears: ""Thunder rolling in the distance.""?","A. Thunder rolls in the far distance. | B. A short roll of thunder in the distance. | C. Heavy rain splashes continuously onto the ground. | D. Thunder rolls softly in the distance. | E. This is the last event, no immediate event after.",A,C,B,exact-label,regex-label,C,B. A short roll of thunder in the distance.,5,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,103074.mp3__3,103074.mp3,"What happens immediately after this event first appears: ""Clicking noises coming from machinery.""?","A. This is the last event, no immediate event after. | B. A loud, rapid jackhammering sound with a consistent pounding rhythm and a short pause, echoing slightly in an urban environment. | C. A deep humming sound from machinery. | D. A harsh, repetitive banging sound from a pneumatic drill. | E. Machinery producing a crisp clicking sound.",E,B,C,exact-label,regex-label,B,C. A deep humming sound from machinery.,5,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,103074.mp3__4,103074.mp3,"What happens immediately after this event first appears: ""Machinery producing a crisp clicking sound.""?","A. Clicking noises coming from machinery. | B. A deep humming sound from machinery. | C. This is the last event, no immediate event after. | D. A loud, rapid jackhammering sound with a consistent pounding rhythm and a short pause, echoing slightly in an urban environment. | E. A harsh, repetitive banging sound from a pneumatic drill.",C,D,A,exact-label,regex-label,D,A. Clicking noises coming from machinery.,5,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,119768.mp3__0,119768.mp3,"What happens immediately after this event first appears: ""The hammer hits the nail three times.""?","A. The hammer hits the nails repeatedly ten times. | B. The sound of a carton box being opened. | C. This is the last event, no immediate event after. | D. A hammer hits something repeatedly ten times. | E. Hammer hitting nails five times.",A,E,D,exact-label,regex-label,E,D. A hammer hits something repeatedly ten times.,5,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,121299.mp3__4,121299.mp3,"What happens immediately after this event first appears: ""Spinning wheels make a loud noise.""?","A. Wheels spinning. | B. Traffic noise. | C. This is the last event, no immediate event after. | D. A horn honks from far away. | E. A car passes by.",C,A,INVALID,exact-label,invalid,A,"Based on the given event description, the immediate event that follows the appearance of """,5,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,128029.mp3__4,128029.mp3,"What happens immediately after this event first appears: ""Loud, sharp, pulsing breathing of a dog fading away.""?","A. A soft, repetitive metallic ringing of a dog's collar hitting a bowl. | B. This is the last event, no immediate event after. | C. A dog's collar repeatedly hitting a bowl with a loud, metallic sound. | D. A dog chews food loudly and repeatedly indoors. | E. Soft, quiet, rapid, repetitive breathing.",B,C,E,exact-label,regex-label,C,"E. Soft, quiet, rapid, repetitive breathing.",5,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,128132.mp3__1,128132.mp3,"What happens immediately after this event first appears: ""An Alaskan Malamute dog moans, starting with a high pitch and then lowering to a deeper tone.""?","A. An Alaskan Malamute moans with varying volume and sudden high-pitched tones like crying. | B. A dog moans in a low tone that sharply rises in the middle. | C. This is the last event, no immediate event after. | D. A dog makes a short, low-pitched moan inside a room. | E. An Alaskan Malamute dog makes a long moan that starts high, dips to a lower tone, then rises again indoors.",B,A,E,exact-label,regex-label,A,E. An Alaskan Malamute dog makes a long moan that starts,5,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,130127.mp3__1,130127.mp3,"What happens immediately after this event first appears: ""A car is driving in the background.""?","A. A car is approaching. | B. A car is braking with squeaky tires. | C. This is the last event, no immediate event after. | D. People are yelling and singing. | E. People singing and yelling in the distance.",A,B,C,exact-label,regex-label,B,"C. This is the last event, no immediate event after.",5,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,133991.mp3__4,133991.mp3,"What happens immediately after this event first appears: ""Rain falling.""?","A. Thunder rumbles and grumbles. | B. A sharp crack of thunder. | C. Thunder. | D. This is the last event, no immediate event after. | E. Soft raindrops falling.",D,A,E,exact-label,regex-label,A,E. Soft raindrops falling.,5,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,139965.mp3__1,139965.mp3,"What happens immediately after this event first appears: ""A short metal click is heard.""?","A. This is the last event, no immediate event after. | B. Fast metal clicking sounds. | C. A medium-length metal clicking sound. | D. Metal clicking continues repeatedly. | E. Continuous metal clicking at varying speeds.",C,D,B,exact-label,regex-label,D,B. Fast metal clicking sounds.,5,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,139965.mp3__4,139965.mp3,"What happens immediately after this event first appears: ""Fast metal clicking sounds.""?","A. Continuous metal clicking at varying speeds. | B. This is the last event, no immediate event after. | C. A medium-length metal clicking sound. | D. A short metal click is heard. | E. Metal clicking continues repeatedly.",B,A,D,exact-label,regex-label,A,D. A short metal click is heard.,5,False,False
qwen2-audio-7b-instruct__vs__qwen2-audio-7b-instruct-no-audio,2,both_wrong_diff_pred,140602.mp3__1,140602.mp3,"What happens immediately after this event first appears: ""A person is speaking indistinctly.""?","A. A clicking noise. | B. Ambient humming noise inside a plane. | C. A plane pilot is speaking through a loudspeaker. | D. Someone is speaking indistinctly in the distance. | E. This is the last event, no immediate event after.",A,C,D,exact-label,regex-label,C,D. Someone is speaking indistinctly in the distance.,5,False,False
