task_id,model_name,model_base,example_id,audio_filename,question,predicted_label,predicted_text,answer_label,answer_text,answer_type,is_correct,parse_status,raw_prediction,n_options,predicted_type,run_id,use_audio,latency_ms
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,102806.mp3__1,102806.mp3,"What happens immediately after this event first appears: ""Rain falling with muffled thunder rumbling in the distance.""?",B,Monotonous bright rain noise.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,102853.mp3__1,102853.mp3,"What happens immediately after this event first appears: ""Metallic sound of a chain outdoors.""?",C,"This is the last event, no immediate event after.",B,A motorbike engine is running in the distance.,event,False,exact-label,C,3,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,102853.mp3__2,102853.mp3,"What happens immediately after this event first appears: ""A motorbike engine is running in the distance.""?",B,Metallic sound of a chain outdoors.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,3,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,102856.mp3__1,102856.mp3,"What happens immediately after this event first appears: ""Heavy engine noise.""?",B,A siren is ringing loudly.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,102876.mp3__0,102876.mp3,"What happens immediately after this event first appears: ""A solo trumpet plays a clean phrase in a jazz style.""?",B,A rhythmic trumpet lick with added echo creating a wider and more ambient sound.,C,"A bright, rhythmic trumpet lick with a jazzy feel.",event,False,exact-label,B,5,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,102876.mp3__1,102876.mp3,"What happens immediately after this event first appears: ""A bright, rhythmic trumpet lick with a jazzy feel.""?",C,"An upbeat, rhythmic trumpet lick played in a jazz style.",C,"An upbeat, rhythmic trumpet lick played in a jazz style.",event,True,exact-label,C,5,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,102876.mp3__2,102876.mp3,"What happens immediately after this event first appears: ""An upbeat, rhythmic trumpet lick played in a jazz style.""?",B,"A bright, rhythmic trumpet lick with a jazzy feel.",C,A rhythmic trumpet lick with added echo creating a wider and more ambient sound.,event,False,exact-label,B,5,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,102876.mp3__3,102876.mp3,"What happens immediately after this event first appears: ""A rhythmic trumpet lick with added echo creating a wider and more ambient sound.""?",B,"An upbeat, rhythmic trumpet lick played in a jazz style.",A,The trumpet lick is played louder with less echo and an added distinct extra note.,event,False,exact-label,B,5,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,102876.mp3__4,102876.mp3,"What happens immediately after this event first appears: ""The trumpet lick is played louder with less echo and an added distinct extra note.""?",D,"This is the last event, no immediate event after.",D,"This is the last event, no immediate event after.",none,True,exact-label,D,5,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,102877.mp3__1,102877.mp3,"What happens immediately after this event first appears: ""A trumpet is played in a jazzy style with an echo.""?",A,A trumpet is played in a jazzy style.,B,"This is the last event, no immediate event after.",none,False,exact-label,A,2,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,103025.mp3__1,103025.mp3,"What happens immediately after this event first appears: ""A train passes by with a strong rumble and rushing sound.""?",A,A train rumbles loudly as it passes by with wind sounds.,B,"This is the last event, no immediate event after.",none,False,exact-label,A,2,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,103074.mp3__3,103074.mp3,"What happens immediately after this event first appears: ""Clicking noises coming from machinery.""?",B,"A loud, rapid jackhammering sound with a consistent pounding rhythm and a short pause, echoing slightly in an urban environment.",E,Machinery producing a crisp clicking sound.,event,False,exact-label,B,5,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,103074.mp3__4,103074.mp3,"What happens immediately after this event first appears: ""Machinery producing a crisp clicking sound.""?",A,Clicking noises coming from machinery.,C,"This is the last event, no immediate event after.",none,False,exact-label,A,5,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,103191.mp3__0,103191.mp3,"What happens immediately after this event first appears: ""Multiple horns or trumpets play a single prolonged, slightly echoing note.""?",B,Two horns or trumpets sound in succession with slight echo.,B,Two horns or trumpets sound in succession with slight echo.,event,True,exact-label,B,3,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,103191.mp3__1,103191.mp3,"What happens immediately after this event first appears: ""Two horns or trumpets sound in succession with slight echo.""?",B,A horn or trumpet sounds twice in succession with a slight echo.,B,A horn or trumpet sounds twice in succession with a slight echo.,event,True,exact-label,B,3,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,103191.mp3__2,103191.mp3,"What happens immediately after this event first appears: ""A horn or trumpet sounds twice in succession with a slight echo.""?",A,Two horns or trumpets sound in succession with slight echo.,B,"This is the last event, no immediate event after.",none,False,exact-label,A,3,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,103192.mp3__1,103192.mp3,"What happens immediately after this event first appears: ""People are talking in the background.""?",C,A ship's horn sounds repeatedly in the distance.,C,A ship's horn sounds repeatedly in the distance.,event,True,exact-label,C,3,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,103192.mp3__2,103192.mp3,"What happens immediately after this event first appears: ""A ship's horn sounds repeatedly in the distance.""?",A,"This is the last event, no immediate event after.",A,"This is the last event, no immediate event after.",none,True,exact-label,A,3,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,103538.mp3__1,103538.mp3,"What happens immediately after this event first appears: ""Birds chirp briefly.""?",C,"This is the last event, no immediate event after.",D,An airplane is descending.,event,False,exact-label,C,4,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,103538.mp3__2,103538.mp3,"What happens immediately after this event first appears: ""An airplane is descending.""?",A,"This is the last event, no immediate event after.",D,Birds chirp simultaneously in public.,event,False,exact-label,A,4,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,103538.mp3__3,103538.mp3,"What happens immediately after this event first appears: ""Birds chirp simultaneously in public.""?",C,"This is the last event, no immediate event after.",C,"This is the last event, no immediate event after.",none,True,exact-label,C,4,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,104110.mp3__0,104110.mp3,"What happens immediately after this event first appears: ""A man laughs in a cartoony evil voice.""?",A,"A man laughs with a cartoony, scary, evil voice.",A,"A man laughs with a cartoony, scary, evil voice.",event,True,exact-label,A,3,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,104110.mp3__1,104110.mp3,"What happens immediately after this event first appears: ""A man laughs with a cartoony, scary, evil voice.""?",A,"A man laughs with a deep, cartoonishly evil voice.",A,"A man laughs with a deep, cartoonishly evil voice.",event,True,exact-label,A,3,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,104110.mp3__2,104110.mp3,"What happens immediately after this event first appears: ""A man laughs with a deep, cartoonishly evil voice.""?",A,"A man laughs with a cartoony, scary, evil voice.",B,"This is the last event, no immediate event after.",none,False,exact-label,A,3,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,104388.mp3__1,104388.mp3,"What happens immediately after this event first appears: ""Traffic noise in the distance on a windy day in a park.""?",B,Wind blowing through bamboo plants with traffic noise in the background.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,104420.mp3__1,104420.mp3,"What happens immediately after this event first appears: ""An annotator is speaking over the bus speakers.""?",B,Clattering and rumbling sounds of a bus with the rhythmic hum of its wheels on asphalt.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,104632.mp3__2,104632.mp3,"What happens immediately after this event first appears: ""A small bell rings.""?",C,"This is the last event, no immediate event after.",C,"This is the last event, no immediate event after.",none,True,exact-label,C,3,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,104760.mp3__1,104760.mp3,"What happens immediately after this event first appears: ""Air pressure hisses as a mechanical part of a heavy vehicle releases.""?",C,"A heavy-duty internal combustion engine powers a large vehicle as it drives away, gradually increasing speed in a controlled manner.",A,Heavy-duty internal combustion engine vehicle shifts into gear with a loud muffled thud.,event,False,exact-label,C,5,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,104760.mp3__2,104760.mp3,"What happens immediately after this event first appears: ""Heavy-duty internal combustion engine vehicle shifts into gear with a loud muffled thud.""?",E,"A heavy-duty internal combustion engine powers a large vehicle as it drives away, gradually increasing speed in a controlled manner.",E,"A heavy-duty internal combustion engine powers a large vehicle as it drives away, gradually increasing speed in a controlled manner.",event,True,exact-label,E,5,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,104817.mp3__0,104817.mp3,"What happens immediately after this event first appears: ""A drill is operating.""?",B,"This is the last event, no immediate event after.",A,Beats.,event,False,exact-label,B,2,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,104817.mp3__1,104817.mp3,"What happens immediately after this event first appears: ""Beats.""?",B,"This is the last event, no immediate event after.",B,"This is the last event, no immediate event after.",none,True,exact-label,B,2,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,105236.mp3__0,105236.mp3,"What happens immediately after this event first appears: ""A bee buzzes rapidly with a high-pitched hum in a natural outdoor setting.""?",B,"This is the last event, no immediate event after.",A,Birds chirp while bees buzz in the background.,event,False,exact-label,B,2,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,105236.mp3__1,105236.mp3,"What happens immediately after this event first appears: ""Birds chirp while bees buzz in the background.""?",B,A bee buzzes rapidly with a high-pitched hum in a natural outdoor setting.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,105276.mp3__1,105276.mp3,"What happens immediately after this event first appears: ""Audience clapping and whistling.""?",B,Music fades out.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,105289.mp3__2,105289.mp3,"What happens immediately after this event first appears: ""Vehicle engine gradually increases in volume and then fades away.""?",B,"This is the last event, no immediate event after.",B,"This is the last event, no immediate event after.",none,True,exact-label,B,3,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,106013.mp3__2,106013.mp3,"What happens immediately after this event first appears: ""Motor turning off.""?",B,"This is the last event, no immediate event after.",B,"This is the last event, no immediate event after.",none,True,exact-label,B,3,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,106023.mp3__2,106023.mp3,"What happens immediately after this event first appears: ""An electric guitar plays a repeated continuous note at the same frequency.""?",B,"An electric rhythm guitar plays a steady, repeating pattern at 120 BPM with a processed, consistent tone.",A,"This is the last event, no immediate event after.",none,False,exact-label,B,3,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,106482.mp3__3,106482.mp3,"What happens immediately after this event first appears: ""Footsteps on a metallic surface.""?",B,A door closes loudly with a metallic sound.,F,A car drives in the background.,event,False,exact-label,B,6,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,106482.mp3__4,106482.mp3,"What happens immediately after this event first appears: ""A car drives in the background.""?",A,A door closes loudly with a metallic sound.,B,Metallic sound.,event,False,exact-label,A,6,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,106482.mp3__5,106482.mp3,"What happens immediately after this event first appears: ""Metallic sound.""?",B,A door closes loudly with a metallic sound.,D,"This is the last event, no immediate event after.",none,False,exact-label,B,6,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,106600.mp3__0,106600.mp3,"What happens immediately after this event first appears: ""A rhythmic beating sound likely caused by an object inside a washing machine or dryer.""?",B,"A rhythmic beating sound from a washing machine or dryer caused by an object inside, increasing in speed and volume as the machine accelerates.",B,"A rhythmic beating sound from a washing machine or dryer caused by an object inside, increasing in speed and volume as the machine accelerates.",event,True,exact-label,B,2,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,106600.mp3__1,106600.mp3,"What happens immediately after this event first appears: ""A rhythmic beating sound from a washing machine or dryer caused by an object inside, increasing in speed and volume as the machine accelerates.""?",A,A rhythmic beating sound likely caused by an object inside a washing machine or dryer.,B,"This is the last event, no immediate event after.",none,False,exact-label,A,2,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,106603.mp3__1,106603.mp3,"What happens immediately after this event first appears: ""A dryer spinning at maximum speed.""?",A,A dryer running at maximum speed.,A,A dryer running at maximum speed.,event,True,exact-label,A,4,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,106603.mp3__2,106603.mp3,"What happens immediately after this event first appears: ""A dryer running at maximum speed.""?",B,A dryer spinning at maximum speed.,A,The dryer slows down and stops.,event,False,exact-label,B,4,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,106603.mp3__3,106603.mp3,"What happens immediately after this event first appears: ""The dryer slows down and stops.""?",C,"This is the last event, no immediate event after.",C,"This is the last event, no immediate event after.",none,True,exact-label,C,4,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,106606.mp3__1,106606.mp3,"What happens immediately after this event first appears: ""In an almost silent room, a person shifts objects quietly in the distance.""?",B,"This is the last event, no immediate event after.",B,"This is the last event, no immediate event after.",none,True,exact-label,B,2,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,106819.mp3__2,106819.mp3,"What happens immediately after this event first appears: ""Someone is speaking indoors in German.""?",B,A person is speaking German indoors.,A,Multiple people laughing repeatedly.,event,False,exact-label,B,4,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,106819.mp3__3,106819.mp3,"What happens immediately after this event first appears: ""Multiple people laughing repeatedly.""?",A,A person is laughing repeatedly.,D,"This is the last event, no immediate event after.",none,False,exact-label,A,4,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,106836.mp3__1,106836.mp3,"What happens immediately after this event first appears: ""A stop request button beeps inside an urban bus.""?",B,"This is the last event, no immediate event after.",B,"This is the last event, no immediate event after.",none,True,exact-label,B,2,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,106877.mp3__1,106877.mp3,"What happens immediately after this event first appears: ""Quiet static noise in the background.""?",B,A single piano chord fades away.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,106979.mp3__3,106979.mp3,"What happens immediately after this event first appears: ""Voices of people speaking faintly in the distance.""?",D,Metallic cowbells ringing in an arrhythmic pattern.,B,"This is the last event, no immediate event after.",none,False,exact-label,D,4,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,108751.mp3__1,108751.mp3,"What happens immediately after this event first appears: ""Air valves open with a loud hiss.""?",B,"This is the last event, no immediate event after.",B,"This is the last event, no immediate event after.",none,True,exact-label,B,2,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,108811.mp3__1,108811.mp3,"What happens immediately after this event first appears: ""A low-pitched, soft, and continuous sawing sound nearby.""?",B,"This is the last event, no immediate event after.",B,"This is the last event, no immediate event after.",none,True,exact-label,B,2,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,108843.mp3__0,108843.mp3,"What happens immediately after this event first appears: ""Footsteps on a wood floor.""?",C,A cat is playing while moving around.,D,A cat meowing.,event,False,exact-label,C,5,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,108843.mp3__1,108843.mp3,"What happens immediately after this event first appears: ""A cat meowing.""?",C,A cat meows.,E,A cat is meowing.,event,False,exact-label,C,5,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,108843.mp3__2,108843.mp3,"What happens immediately after this event first appears: ""A cat is meowing.""?",B,A cat meowing.,D,A cat meows.,event,False,exact-label,B,5,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,108843.mp3__3,108843.mp3,"What happens immediately after this event first appears: ""A cat meows.""?",D,A cat is meowing.,A,A cat is playing while moving around.,event,False,exact-label,D,5,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,108843.mp3__4,108843.mp3,"What happens immediately after this event first appears: ""A cat is playing while moving around.""?",D,"This is the last event, no immediate event after.",D,"This is the last event, no immediate event after.",none,True,exact-label,D,5,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,108959.mp3__3,108959.mp3,"What happens immediately after this event first appears: ""A car horn sounds in the distance.""?",A,A car door clicks.,B,"This is the last event, no immediate event after.",none,False,exact-label,A,4,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,109117.mp3__1,109117.mp3,"What happens immediately after this event first appears: ""Metallic hammer thumping in the background.""?",A,Staticky machine hum in the background.,B,"This is the last event, no immediate event after.",none,False,exact-label,A,2,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,109153.mp3__1,109153.mp3,"What happens immediately after this event first appears: ""A lawnmower is running.""?",B,A lawnmower running in the distance.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,109371.mp3__1,109371.mp3,"What happens immediately after this event first appears: ""Silent crackling in the background.""?",A,"This is the last event, no immediate event after.",A,"This is the last event, no immediate event after.",none,True,exact-label,A,2,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,109373.mp3__1,109373.mp3,"What happens immediately after this event first appears: ""A bird calls in the distance.""?",C,A car drives loudly by on an empty road.,C,A car drives loudly by on an empty road.,event,True,exact-label,C,3,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,109373.mp3__2,109373.mp3,"What happens immediately after this event first appears: ""A car drives loudly by on an empty road.""?",B,"Loud, constant droning near a road.",A,"This is the last event, no immediate event after.",none,False,exact-label,B,3,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,110210.mp3__2,110210.mp3,"What happens immediately after this event first appears: ""A person laughing nearby in a lobby.""?",B,A baby cries faintly and repeatedly in a lobby.,C,"This is the last event, no immediate event after.",none,False,exact-label,B,3,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,110317.mp3__1,110317.mp3,"What happens immediately after this event first appears: ""Beeping sound indicating the start of a recording.""?",B,"This is the last event, no immediate event after.",B,"This is the last event, no immediate event after.",none,True,exact-label,B,2,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,110955.mp3__2,110955.mp3,"What happens immediately after this event first appears: ""A boy shouts while someone speaks in the background.""?",C,"A child screams briefly as adults talk to each other at a party, followed by applause.",D,Adults clap their hands while people talk in the background.,event,False,exact-label,C,4,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,110955.mp3__3,110955.mp3,"What happens immediately after this event first appears: ""Adults clap their hands while people talk in the background.""?",D,"A child screams briefly as adults talk to each other at a party, followed by applause.",A,"This is the last event, no immediate event after.",none,False,exact-label,D,4,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,111003.mp3__3,111003.mp3,"What happens immediately after this event first appears: ""Calm waves moving in the distance.""?",B,Steady beach ambiance with soft environmental sounds.,D,"This is the last event, no immediate event after.",none,False,exact-label,B,4,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,111059.mp3__3,111059.mp3,"What happens immediately after this event first appears: ""A person exhales heavily.""?",A,"This is the last event, no immediate event after.",D,A vehicle passes by quickly.,event,False,exact-label,A,5,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,111059.mp3__4,111059.mp3,"What happens immediately after this event first appears: ""A vehicle passes by quickly.""?",D,"A heavy engine vehicle passes by, its sound fading in and out.",C,"This is the last event, no immediate event after.",none,False,exact-label,D,5,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,111171.mp3__1,111171.mp3,"What happens immediately after this event first appears: ""An object clatters loudly.""?",A,"This is the last event, no immediate event after.",A,"This is the last event, no immediate event after.",none,True,exact-label,A,2,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,111174.mp3__0,111174.mp3,"What happens immediately after this event first appears: ""Bus engine sounds.""?",A,A bus starting its route.,A,A bus starting its route.,event,True,exact-label,A,2,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,111174.mp3__1,111174.mp3,"What happens immediately after this event first appears: ""A bus starting its route.""?",B,Bus engine sounds.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,111178.mp3__1,111178.mp3,"What happens immediately after this event first appears: ""An automated announcement is made by a woman’s voice.""?",B,"This is the last event, no immediate event after.",B,"This is the last event, no immediate event after.",none,True,exact-label,B,2,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,111179.mp3__1,111179.mp3,"What happens immediately after this event first appears: ""A person is speaking softly and slowly.""?",B,A constant low engine hum and subtle road noise steadily echo inside a moving bus.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,111624.mp3__7,111624.mp3,"What happens immediately after this event first appears: ""An oscillating high-pitched bird chirp continues steadily.""?",H,A bird chirps rapidly with a high-pitched oscillation in an outdoor environment.,C,A bird whistles loudly with a rising and falling pattern.,event,False,exact-label,H,10,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,111624.mp3__8,111624.mp3,"What happens immediately after this event first appears: ""A bird whistles loudly with a rising and falling pattern.""?",D,"A bird chirps with a whistling, rising and falling pattern.",H,"A fast, oscillating high-pitched bird chirp rising gradually.",event,False,exact-label,D,10,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,111624.mp3__9,111624.mp3,"What happens immediately after this event first appears: ""A fast, oscillating high-pitched bird chirp rising gradually.""?",G,A bird chirps rapidly with a high-pitched oscillation in an outdoor environment.,J,"This is the last event, no immediate event after.",none,False,exact-label,G,10,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113146.mp3__2,113146.mp3,"What happens immediately after this event first appears: ""1oud metallic thumping sounds.""?",C,Loud splashing water echoing from a toilet.,C,Loud splashing water echoing from a toilet.,event,True,exact-label,C,4,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113146.mp3__3,113146.mp3,"What happens immediately after this event first appears: ""Loud splashing water echoing from a toilet.""?",D,"This is the last event, no immediate event after.",D,"This is the last event, no immediate event after.",none,True,exact-label,D,4,none,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113320.mp3__1,113320.mp3,"What happens immediately after this event first appears: ""Quiet birds chirping in the background.""?",C,Quiet traffic sounds near a bus station.,B,A bus door opens at a bus station.,event,False,exact-label,C,3,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113320.mp3__2,113320.mp3,"What happens immediately after this event first appears: ""A bus door opens at a bus station.""?",C,Quiet traffic sounds near a bus station.,A,"This is the last event, no immediate event after.",none,False,exact-label,C,3,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113321.mp3__1,113321.mp3,"What happens immediately after this event first appears: ""A motorcycle engine roars in traffic.""?",A,Ambient traffic noise.,D,A motorcycle engine running in the distance amidst traffic.,event,False,exact-label,A,5,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113321.mp3__2,113321.mp3,"What happens immediately after this event first appears: ""A motorcycle engine running in the distance amidst traffic.""?",A,A motorcycle engine roars in traffic.,E,A high-pitched squeaking noise occurs amid car traffic.,event,False,exact-label,A,5,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113321.mp3__3,113321.mp3,"What happens immediately after this event first appears: ""A high-pitched squeaking noise occurs amid car traffic.""?",A,Ambient traffic noise.,D,A car passes by loudly in traffic.,event,False,exact-label,A,5,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113321.mp3__4,113321.mp3,"What happens immediately after this event first appears: ""A car passes by loudly in traffic.""?",B,Ambient traffic noise.,E,"This is the last event, no immediate event after.",none,False,exact-label,B,5,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113325.mp3__2,113325.mp3,"What happens immediately after this event first appears: ""A vehicle accelerates.""?",D,"Strong, vibrant, low-frequency white noise.",A,A car passes by.,event,False,exact-label,D,4,event,20260217_130051,False,
MCQ-ORDER,audio-flamingo-3-no-audio,nvidia/audio-flamingo-3,113325.mp3__3,113325.mp3,"What happens immediately after this event first appears: ""A car passes by.""?",C,"This is the last event, no immediate event after.",C,"This is the last event, no immediate event after.",none,True,exact-label,C,4,none,20260217_130051,False,
